id,code,name,ncms,ncm_exception,not_in_ncms,piscofins_type,tax_pis_id:id,tax_pis_st_id:id,tax_cofins_id:id,tax_cofins_st_id:id,sped_table,date_start,date_end
tax_piscofins_4316_202,202,"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00), 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00.",,,"0201,0202,0203,02061000,020620,020621,020629,02063000,02064,0207,02101",product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2013-10-10,
tax_piscofins_4316_204,204,"Venda de cerealista que exerça cumulativamente as atividades de limpar, padronizar, armazenar e comercializar os produtos in natura de origem vegetal, classificados nos códigos 09.01, 10.01 a 10.08, (exceto os dos códigos 1006.20 e 1006.30, 12.01 e 18.01) da NCM.","0901,1001,1008",,"100620,100630,1201,1801",product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_205,205,"Venda a granel de leite in natura, efetuada por pessoa jurídica que exerça cumulativamente as atividades de transporte e resfriamento deste produto",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_206,206,"Venda por PJ que exerça atividade agropecuária ou por cooperativa de produção agropecuária de produto in natura de origem vegetal destinado à elaboração de mercadorias classificadas no código 22.04, da NCM",2204,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_207,207,"Venda de animais vivos classificados nas posições 01.02 e 01.04 à pessoa jurídica que produza mercadorias classificadas nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.00.1 da NCM",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2013-03-08,
tax_piscofins_4316_209,209,"Receita bruta da venda, no mercado interno, de: I – insumos de origem vegetal, classificados nas posições 10.01 a 10.08, exceto os dos códigos 1006.20 e 1006.30, e nas posições 12.01, 23.04 e 23.06 da Nomenclatura Comum do Mercosul (NCM), quando efetuada por pessoa jurídica, inclusive cooperativa, vendidos: a) para pessoas jurídicas que produzam mercadorias classificadas nos códigos 02.03, 0206.30.00, 0206.4, 02.07 e 0210.1 da NCM; b) para pessoas jurídicas que produzam preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90 da NCM; e c) para pessoas físicas; II – preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90 da NCM; III – animais vivos classificados nas posições 01.03 e 01.05 da NCM, quando efetuada por pessoa jurídica, inclusive cooperativa, vendidos para pessoas jurídicas que produzam mercadorias classificadas nos códigos 02.03, 0206.30.00, 0206.4, 02.07 e 0210.1 da NCM; IV – produtos classificados nos códigos 02.03, 0206.30.00, 0206.4, 02.07, 0210.1 e carne de frango classificada no código 0210.99.00 da NCM, quando efetuada por pessoa jurídica que revenda tais produtos, ou que industrialize bens e produtos classificados nas posições 01.03 e 01.05 da NCM",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-06-27,
tax_piscofins_4316_211,211,"Receitas decorrentes da venda de matéria-prima in natura de origem vegetal, destinada à produção de biodiesel, quando efetuada por pessoa jurídica que exerça atividade agropecuária, de cooperativa de produção agropecuária ou de cerealista que exerça cumulativamente as atividades de limpar, padronizar, armazenar e comercializar a matéria-prima destinada à produção de biodiesel.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,,
tax_piscofins_4316_212,212,"Receitas decorrentes da venda dos produtos classificados no código 0805.10.00 da TIPI, quando utilizados na industrialização dos produtos classificados no código 2009.1 da TIPI, e estes forem destinados à exportação.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2013-01-01,
tax_piscofins_4316_213,213,Soja classificada na posição 12.01 e dos produtos classificados nos códigos 1208.10.00 e 2304.00 da TIPI,"1201,12081000,230400",,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2013-10-10,
tax_piscofins_4316_301,301,"REPES - Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação. - Venda e/ou importação de bens novos destinados ao desenvolvimento, no País, de software e de serviços de tecnologia da informação, para incorporação ao seu ativo imobilizado; - Venda e/ou importação de serviços destinados ao desenvolvimento, no País, de software e de serviços de tecnologia da informação e serviços",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_302,302,"RECAP - Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras. - Venda e/ou importação de máquinas, aparelhos, instrumentos e equipamentos, para incorporação em seu ativo imobilizado",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_303,303,"REIDI - Regime Especial de Incentivos para o Desenvolvimento da Infra-Estrutura. - Venda e/ou importação de máquinas, aparelhos, instrumentos e equipamentos, novos, de materiais de construção e de serviços para utilização ou incorporação em obras de infra-estrutura destinadas ao ativo imobilizado  - Receitas de aluguel de máquinas, aparelhos, instrumentos e equipamentos para utilização em obras de infra-estrutura quando contratado por pessoa jurídica beneficiária do REIDI",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_304,304,"REPENEC - Regime Especial de Incentivos para o Desenvolvimento de Infraestrutura da Indústria Petrolífera nas Regiões Norte, Nordeste e Centro-Oeste. - Venda/Importação de máquinas, aparelhos, instrumentos e equipamentos, novos, e de materiais de construção, bem como serviços para utilização ou incorporação nas obras de infraestrutura nas Regiões Norte, Nordeste e Centro-Oeste, nos setores petroquímico, de refino de petróleo e de produção de amônia e uréia a partir do gás natural, para incorporação ao seu ativo imobilizado.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_305,305,"REPORTO - Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária. - Vendas de locomotivas, locotratores, tênderes e vagões, e de trilhos e demais elementos de vias férreas, para utilização na execução de serviços de transporte de mercadorias em ferrovias  - Venda/Importação de máquinas, equipamentos, peças de reposição e outros bens, destinados ao seu ativo imobilizado para utilização exclusiva em portos na execução de serviços de carga, descarga e movimentação de mercadorias e produtos, de sistemas suplementares de apoio operacional, de proteção ambiental, de sistemas de segurança e de monitoramento de fluxo de pessoas, mercadorias, produtos, veículos e embarcações, de dragagens e de treinamento e formação de trabalhadores, inclusive na implantação de Centros de Treinamento Profissional",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2012-04-04,
tax_piscofins_4316_306,306,RECOMPE - Regime Especial de Aquisição de Computadores para Uso Educacional. Prestação de serviços e venda de matérias-primas e produtos intermediários destinados à industrialização dos equipamentos destinados ao PROUCA (Programa Um Computador por Aluno),,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_307,307,"RETAERO - Regime Especial para a Indústria Aeronáutica Brasileira. - Partes, peças, ferramentais, componentes, equipamentos, sistemas, subsistemas, insumos e matérias-primas, ou serviços a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão e industrialização das aeronaves classificadas na posição 88.02 da NCM. - Venda ou importação de serviços de tecnologia industrial básica, desenvolvimento e inovação tecnológica, assistência técnica e transferência de tecnologia destinados a empresas beneficiárias",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_308,308,"RECOPA - Regime Especial de Tributação para Construção, Ampliação, Reforma ou Modernização de Estádios de Futebol. - Venda no mercado interno ou importação de máquinas, aparelhos, instrumentos e equipamentos, novos, materiais de construção, prestação de serviços, locação de máquinas, aparelhos, instrumentos e equipamentos para utilização ou incorporação nas obras de construção, ampliação, reforma ou modernização dos estádios de futebol com utilização prevista nas partidas oficiais da Copa das Confederações FIFA 2013 e da Copa do Mundo FIFA 2014",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_309,309,"ZFM – Zona Franca de Manaus. - Importação de bens a serem empregados na elaboração de matérias-primas, produtos intermediários e materiais de embalagem destinados a emprego em processo de industrialização por estabelecimentos industriais instalados na ZFM. - Importação de matérias-primas, produtos intermediários e materiais de embalagem para emprego em processo de industrialização por estabelecimentos industriais instalados na ZFM.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_310,310,ZPE – Zonas de Processamento de Exportação. - Importações ou aquisições no mercado interno de bens e serviços por empresa autorizada a operar em ZPE.,,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_311,311,"Vendas realizadas no mercado interno para a Fifa, para Subsidiária Fifa no Brasil ou para a Emissora Fonte da Fifa, de mercadorias destinadas a uso ou consumo exclusivo na organização e realização da Copa das Confederações Fifa 2013 e da Copa do Mundo Fifa 2014.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_312,312,"RECOF -  Regime de Entreposto Industrial sob Controle Aduaneiro Informatizado Importação, com ou sem cobertura cambial, e com suspensão do pagamento de tributos, sob controle aduaneiro informatizado, de mercadorias que, depois de submetidas a operação de industrialização, sejam destinadas a exportação",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_313,313,"RECOM - Regime Aduaneiro Especial de Importação de Insumos Destinados a Industrialização por Encomenda de Produtos Classificados nas Posições 8701 A 8705 da NCM Importação de insumos (chassis, carroçarias, peças, partes, componentes e acessórios), sem cobertura cambial, destinados a industrialização por encomenda de produtos classificados nas posições 8701 a 8705 da NCM",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_314,314,"RECINE - Regime Especial de Tributação para Desenvolvimento da Atividade de Exibição Cinematográfica. Venda no mercado interno ou importação de máquinas, aparelhos, instrumentos e equipamentos, novos, para incorporação no ativo imobilizado e utilização em complexos de exibição ou cinemas itinerantes, bem como de materiais para sua construção",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2012-03-26,
tax_piscofins_4316_317,317,"RETID - Regime Especial Tributário para a Indústria de Defesa Venda de bens de defesa nacional, quando a aquisição for efetuada por pessoa jurídica beneficiária do Retid Venda ou importação de serviços de tecnologia industrial básica, projetos, pesquisa, desenvolvimento e inovação tecnológica, assistência técnica e transferência de tecnologia, destinados a empresas beneficiárias do Retid",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-09-30,
tax_piscofins_4316_318,318,"REIF - Regime Especial de Incentivo ao Desenvolvimento da Infraestrutura da Indústria de Fertilizantes Venda no mercado interno ou de importação de serviços, máquinas, aparelhos, instrumentos e equipamentos, novos, e de materiais de construção para utilização ou incorporação no projeto aprovado para implantação ou ampliação de infraestrutura para produção de fertilizantes e de seus insumos, para incorporação ao seu ativo imobilizado, bem como a receita decorrente da locação de máquinas, aparelhos, instrumentos e equipamentos a pessoa jurídica beneficiária do REIF, para utilização na execução do projeto",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2012-09-21,
tax_piscofins_4316_320,320,"REPETRO-Industrialização Venda no mercado interno de matérias-primas, produtos intermediários e materiais de embalagem para serem utilizados integralmente no processo de industrialização de produto final destinado às atividades de exploração, de desenvolvimento e de produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos à PJ habilitada no Repetro-Industrialização.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2019-07-19,
tax_piscofins_4316_321,321,"REPETRO-SPED Venda dos produtos finais destinados às atividades de exploração, de desenvolvimento e de produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos previstas na Lei nº 9.478, de 6 de agosto de 1997 , na Lei nº 12.276, de 30 de junho de 2010, e na Lei nº 12.351, de 22 de dezembro de 2010, por fabricantes desses, beneficiários do Repetro-Industrialização, quando diretamente adquiridos por pessoa jurídica habilitada no Repetro ou no Repetro-Sped.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2019-07-19,
tax_piscofins_4316_401,401,"Receitas de Fretes e de transporte multimodal, contratadas por pessoa jurídica preponderantemente exportadora, para transporte no mercado interno de produtos com suspensão ou destinados a Exportação.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_402,402,"Venda de cana-de-açúcar, classificada na posição 12.12 da Nomenclatura Comum do Mercosul – NCM, efetuada para pessoa jurídica produtora de álcool, inclusive para fins carburantes, tributada no regime de não cumulatividade.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_403,403,"Venda de óleo combustível, tipo bunker, MF - Marine Fuel, classificado no código 2710.19.22, óleo combustível, tipo bunker, MGO - Marine Gás Oil, classificado no código 2710.19.21 e óleo combustível, tipo bunker, ODM - Óleo Diesel Marítimo, classificado no código 2710.19.21, quando destinados à navegação de cabotagem e de apoio portuário e marítimo, para a pessoa jurídica previamente habilitada",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_404,404,"Acetona classificada no código 2914.11.00 da Tabela de Incidência do Imposto sobre Produtos Industrializados – Tipi, destinada à produção de monoisopropilamina (Mipa) utilizada na elaboração de defensivos agropecuários classificados na posição 38.08 da Tipi",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_405,405,"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real.","3915,4707,7001,7204,7404,7503,7602,7802,7902,8002,81019700,81029700,81033000,81042000,81043000,81053000,81060090,81073000,81083000,81093000,81102000,81110090,81121300,81122200,81125200,81129200,81130090",,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_406,406,"Venda de produtos à pessoa jurídica sediada no exterior, com contrato de entrega no território nacional, de insumos destinados à industrialização, por conta e ordem da encomendante sediada no exterior, de máquinas e veículos classificados nas posições 87.01 a 87.05 da TIPI",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_407,407,"Vendas a empresa sediada no exterior, para entrega em território nacional, de material de embalagem a ser totalmente utilizados no acondicionamento de mercadoria destinada à exportação para o exterior",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_408,408,"Venda de máquinas e equipamentos classificados na posição 84.39, utilizados na fabricação de papéis destinados à impressão de jornais ou de papéis classificados nos códigos 4801.00.10, 4801.00.90, 4802.61.91, 4802.61.99, 4810.19.39 e 4810.22.90, todos da Tipi, destinados à impressão de periódicos, quando os referidos bens forem adquiridos por pessoa jurídica industrial para incorporação ao seu ativo imobilizado",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_901,901,"Doações em espécie recebidas por instituições financeiras públicas controladas pela União e destinadas a ações de prevenção, monitoramento e combate ao desmatamento, inclusive programas de remuneração por serviços ambientais, e de promoção da conservação e do uso sustentável dos biomas brasileiros, na forma estabelecida pelo Decreto nº 6.565, de 15 de setembro de 2008",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_999,999,Outras operações com suspensão,,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4317_101,101,"Papel imune a impostos de que trata o art. 150, inciso VI, alínea d, da Constituição da República, quando destinados à impressão de periódicos",,,,product,tax_pis_aliqdif_0_80_cred_0_80,,tax_cofins_aliqdif_3_20_cred_3_20,,4.3.17,2011-01-01,
tax_piscofins_4317_201,201,"Venda de produção própria por PJ industrial estabelecida na ZFM, para: - PJ estabelecida na ZFM; - PJ fora da ZFM desde que esta apure as contribuições no regime da não cumulatividade",,,,product,tax_pis_aliqdif_0_65_cred_1_00,,tax_cofins_aliqdif_3_00_cred_4_60,,4.3.17,2011-01-01,
tax_piscofins_4317_202,202,"Venda de produção própria, por PJ industrial estabelecida na ZFM, para PJ estabelecida fora da ZFM:  - que apura o imposto de renda com base no lucro real e que tenha sua receita, total ou parcialmente, excluída do regime de incidência não-cumulativa",,,,product,tax_pis_aliqdif_1_30_cred_1_65,,tax_cofins_aliqdif_6_00_cred_7_60,,4.3.17,2011-01-01,
tax_piscofins_4317_203,203,"Venda de produção própria, por PJ industrial estabelecida na ZFM, para PJ estabelecida fora da ZFM:  - que apure o importo de renda com base no lucro presumido - que seja optante do SIMPLES - órgãos da administração federal, estadual, distrital e municipal.",,,,product,,,,,4.3.17,2011-01-01,
tax_piscofins_4317_204,204,"Venda de produção própria por pessoa jurídica industrial estabelecida nas Áreas de Livre Comércio de que tratam as Leis nos 7.965, de 22 de dezembro de 1989, 8.210, de 19 de julho de 1991, e 8.256, de 25 de novembro de 1991, o art. 11 da Lei no 8.387, de 30 de dezembro de 1991, e a Lei no 8.857, de 8 de março de 1994, para: - PJ estabelecida nas respectivas ALCs; - PJ fora da respectiva ALC desde que esta apure as contribuições no regime da não cumulatividade",,,,product,tax_pis_aliqdif_0_65_cred_1_00,,tax_cofins_aliqdif_3_00_cred_4_60,,4.3.17,2011-01-01,
tax_piscofins_4317_205,205,"Revenda por pessoa jurídica comercial estabelecida nas Áreas de Livre Comércio de que tratam as Leis nos 7.965, de 22 de dezembro de 1989, 8.210, de 19 de julho de 1991, e 8.256, de 25 de novembro de 1991, o art. 11 da Lei no 8.387, de 30 de dezembro de 1991, e a Lei no 8.857, de 8 de março de 1994, para: - PJ estabelecida nas respectivas ALCs; - PJ fora da respectiva ALC desde que esta apure as contribuições no regime da não cumulatividade",,,,product,tax_pis_aliqdif_0_65_cred_0_65,,tax_cofins_aliqdif_3_00_cred_3_00,,4.3.17,2011-01-01,
tax_piscofins_4317_206,206,"Venda de produção própria por pessoa jurídica industrial estabelecida nas Áreas de Livre Comércio de que tratam as Leis nos 7.965, de 22 de dezembro de 1989, 8.210, de 19 de julho de 1991, e 8.256, de 25 de novembro de 1991, o art. 11 da Lei no 8.387, de 30 de dezembro de 1991, e a Lei no 8.857, de 8 de março de 1994, para PJ estabelecida fora das respectivas ALCs que apure o importo de renda com base no lucro real e que tenha sua receita, total ou parcialmente, excluída do regime de incidência não-cumulativa",,,,product,tax_pis_aliqdif_1_30_cred_1_65,,tax_cofins_aliqdif_6_00_cred_7_60,,4.3.17,2011-01-01,
tax_piscofins_4317_207,207,"Venda de produção própria por pessoa jurídica industrial estabelecida nas Áreas de Livre Comércio de que tratam as Leis nos 7.965, de 22 de dezembro de 1989, 8.210, de 19 de julho de 1991, e 8.256, de 25 de novembro de 1991, o art. 11 da Lei no 8.387, de 30 de dezembro de 1991, e a Lei no 8.857, de 8 de março de 1994, para PJ estabelecida fora das respectivas ALCs:  - que apure o importo de renda com base no lucro presumido - que seja optante do SIMPLES - órgãos da administração federal, estadual, distrital e municipal",,,,product,,,,,4.3.17,2011-01-01,
tax_piscofins_4317_208,208,"Revenda por pessoa jurídica comercial estabelecida nas Áreas de Livre Comércio de que tratam as Leis nos 7.965, de 22 de dezembro de 1989, 8.210, de 19 de julho de 1991, e 8.256, de 25 de novembro de 1991, o art. 11 da Lei no 8.387, de 30 de dezembro de 1991, e a Lei no 8.857, de 8 de março de 1994, para PJ estabelecida fora das respectivas ALCs que apure o importo de renda com base no lucro real e que tenha sua receita, total ou parcialmente, excluída do regime de incidência não-cumulativa",,,,product,tax_pis_aliqdif_1_30_cred_0_65,,tax_cofins_aliqdif_6_00_cred_3_00,,4.3.17,2011-01-01,
tax_piscofins_4317_209,209,"Revenda por pessoa jurídica comercial estabelecida nas Áreas de Livre Comércio de que tratam as Leis nos 7.965, de 22 de dezembro de 1989, 8.210, de 19 de julho de 1991, e 8.256, de 25 de novembro de 1991, o art. 11 da Lei no 8.387, de 30 de dezembro de 1991, e a Lei no 8.857, de 8 de março de 1994, para PJ estabelecida fora das respectivas ALCs:  - que apure o importo de renda com base no lucro presumido - que seja optante do SIMPLES - órgãos da administração federal, estadual, distrital e municipal",,,,product,,,,,4.3.17,2011-01-01,
tax_piscofins_4317_251,251,"Devolução de venda de produção própria de pessoa jurídica industrial estabelecida na ZFM ou nas Áreas de Livre Comércio, bem como de venda de pessoa jurídica comercial estabelecida nas Áreas de Livre Comércio, tributada na operação de venda às alíquotas de 0,65% para o PIS/Pasep e de 3% para a Cofins.",,,,product,,,,,4.3.17,2011-01-01,
tax_piscofins_4317_252,252,"Devolução de venda de produção própria de pessoa jurídica industrial estabelecida na ZFM ou nas Áreas de Livre Comércio, ou de venda de pessoa jurídica comercial estabelecida nas Áreas de Livre Comércio, tributada na operação de venda às alíquotas de 1,3% para o PIS/Pasep e de 6% para a Cofins.",,,,product,,,,,4.3.17,2011-01-01,
tax_piscofins_4317_253,253,"Venda de tablets PC (conforme especificações do art. 28 da Lei nº 11.196/2005) classificados na subposição 8471.41 da Tipi produzidos por pessoa jurídica estabelecida na Zona Franca de Manaus, para: - Pessoa jurídica estabelecida na ZFM; - Pessoa jurídica fora da ZFM desde que esta apure as contribuições exclusivamente no regime da não cumulatividade.",,,,product,,,,,4.3.17,2011-10-13,
tax_piscofins_4317_254,254,"Venda de tablets PC (conforme especificações do art. 28 da Lei nº 11.196/2005) classificados na subposição 8471.41 da Tipi produzidos por pessoa jurídica estabelecida na Zona Franca de Manaus, para: - Pessoa jurídica estabelecida fora da ZFM, e que apure o imposto de renda com base no lucro real e que tenha sua receita, total ou parcialmente, excluída do regime de incidência não-cumulativa (empresa sujeitas aos dois regimes de apuração).",,,,product,,,,,4.3.17,2011-10-13,
tax_piscofins_4317_301,301,"Receita bruta auferida pela pessoa jurídica executora da encomenda de produtos monofásicos: - gasolinas, exceto gasolina de aviação, óleo diesel e gás liquefeito de petróleo - GLP derivado de petróleo e de gás natural - máquinas e veículos classificados nos códigos 84.29, 8432.40.00, 84.32.80.00, 8433.20, 8433.30.00, 8433.40.00, 8433.5, 87.01, 87.02, 87.03, 87.04, 87.05 e 87.06 - Autopeças relacionadas nos Anexos I e II -da Lei no 10.485, de 2002 - Produtos classificados nas posições 40.11 (pneus novos de borracha) e 40.13 (câmaras-de-ar de borracha) - Querosene de aviação - Bebidas frias do art. 58-A, da Lei nº 10.833, de 2003",,,,product,,,,,4.3.17,2011-01-01,
tax_piscofins_4317_901,901,"Transporte de Cargas – Contratação de prestador pessoa física ou PJ transportadora, optante pelo SIMPLES",,,,product,,,,,4.3.17,2011-01-01,
tax_piscofins_4317_903,903,"Créditos originários da importação de bens em geral - Art. 8º e 15 da Lei nº 10.865/2004 (Alíquotas majoradas conforme MP nº 668/2015, convertida na Lei nº 13.137/2015).",,,,product,,,,,4.3.17,2015-05-01,
tax_piscofins_4317_904,904,"Créditos originários da importação de produtos farmacêuticos - Art. 8º, § 1º e art. 17 da Lei nº 10.865/2004 (Alíquotas majoradas conforme MP nº 668/2015, convertida na Lei nº 13.137/2015).",,,,product,,,,,4.3.17,2015-05-01,
tax_piscofins_4317_905,905,"Créditos originários da importação de produtos de perfumaria, de toucador e de higiene pessoal - Art. 8º, § 2º e  art. 17 da Lei nº 10.865/2004 (Alíquotas majoradas conforme MP nº 668/2015, convertida na Lei nº 13.137/2015).",,,,product,,,,,4.3.17,2015-05-01,
tax_piscofins_4317_906,906,"Créditos originários da importação de máquinas e veículos - Art. 8º, § 3º e art. 17 da Lei nº 10.865/2004 (Alíquotas majoradas conforme MP nº 668/2015, convertida na Lei nº 13.137/2015).",,,,product,,,,,4.3.17,2015-05-01,
tax_piscofins_4317_907,907,"Créditos originários da importação de pneus novos e câmaras-de-ar, de borracha - Art. 8º, § 5º e art. 17 da Lei nº 10.865/2004 (Alíquotas majoradas conforme Lei nº 13.137/2015).",,,,product,,,,,4.3.17,2015-06-22,
tax_piscofins_4317_908,908,"Créditos originários da importação de autopeças (exceto por fabricantes de máquinas e veículos)- Art. 8º, § 9ºA e art. 17 da Lei nº 10.865/2004 (Alíquotas majoradas conforme Lei nº 13.137/2015).",,,,product,,,,,4.3.17,2015-09-01,
tax_piscofins_4317_909,909,"Créditos originários da importação de papel imune a impostos - Art. 8º, § 10 e art. 17 da Lei nº 10.865/2004 (Alíquotas majoradas conforme Lei nº 13.137/2015).",,,,product,,,,,4.3.17,2015-06-22,
tax_piscofins_4317_911,911,"Crédito na aquisição de bebidas frias, tributadas de acordo com a Lei nº 13.097/2015, adquirida de pessoa jurídica optante do Simples Nacional",,,,product,,,,,4.3.17,2015-05-01,
tax_piscofins_4317_913,913,"Receita financeira, inclusive as decorrentes de operações de hedge, auferida pelas pessoas jurídicas sujeitas ao regime de apuração não-cumulativa do PIS/Pasep e da Cofins",,,,product,,,,,4.3.17,2015-07-01,
tax_piscofins_4317_914,914,"Créditos decorrentes importação dos produtos de que trata o art. 14, incisos I, II eIII, da Lei nº 13097/15 (bebidas frias).  Volume de embalagem até 500 ml","21069010_02,2201",,"22011000,2202",product,,,,,4.3.17,2018-01-01,
tax_piscofins_4317_915,915,"Créditos decorrentes importação dos produtos de que trata o art. 14, incisos I, II e III, da Lei nº 13097/15 (bebidas frias). Volume de embalagem acima de 500 ml","21069010_02,2201",,"22011000,2202",product,,,,,4.3.17,2018-01-01,
tax_piscofins_4317_916,916,"Créditos decorrentes importação dos produtos de que trata o art. 14, inciso IV, da Lei nº 13097/15 (bebidas frias). Volume de embalagem até 400 ml",2203,,,product,,,,,4.3.17,2018-01-01,
tax_piscofins_4317_917,917,"Créditos decorrentes importação dos produtos de que trata o art. 14, inciso IV, da Lei nº 13097/15 (bebidas frias). Volume de embalagem acima de 400 ml",2203,,,product,,,,,4.3.17,2018-01-01,
tax_piscofins_4317_999,999,Demais produtos e operações sujeitos a alíquotas diferenciadas,,,,product,,,,,4.3.17,2011-01-01,
