"id","code","name","type","parent_id:id"
"ncm_72031000","7203.10.00","Produtos ferrosos obtidos por redução direta dos minérios de ferro","normal",
"ncm_72039000","7203.90.00","Outros","normal",
"ncm_7204","72.04","Desperdícios e resíduos de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes.","view",
"ncm_72041000","7204.10.00","Desperdícios e resíduos de ferro fundido","normal",
"ncm_72042","7204.2","Desperdícios e resíduos de ligas de aço:","view",
"ncm_72042100","7204.21.00","De aços inoxidáveis","normal",
"ncm_72042900","7204.29.00","Outros","normal",
"ncm_72043000","7204.30.00","Desperdícios e resíduos de ferro ou aço, estanhados","normal",
"ncm_72044","7204.4","Outros desperdícios e resíduos:","view",
"ncm_72044100","7204.41.00","Resíduos do torno e da fresa, aparas, lascas (meulures), pó de serra, limalhas e desperdícios da estampagem ou do corte, mesmo em fardos","normal",
"ncm_72044900","7204.49.00","Outros","normal",
"ncm_72045000","7204.50.00","Desperdícios em lingotes","normal",
"ncm_7205","72.05","Granalhas e pó de ferro fundido bruto, de ferro spiegel (especular), de ferro ou aço.","view",
"ncm_72051000","7205.10.00","Granalhas","normal",
"ncm_72052","7205.2","Pós:","view",
"ncm_72052100","7205.21.00","De ligas de aço","normal",
"ncm_720529","7205.29","Outros","view",
"ncm_72052910","7205.29.10","De ferro esponjoso, com um teor de ferro superior ou igual a 98 %, em peso","normal",
"ncm_72052920","7205.29.20","De ferro revestido com resina termoplástica, com um teor de ferro superior ou igual a 98 %, em peso","normal",
"ncm_72052990","7205.29.90","Outros","normal",
"ncm_7206","72.06","Ferro e aço não ligado, em lingotes ou outras formas primárias, exceto o ferro da posição 72.03.","view",
"ncm_72061000","7206.10.00","Lingotes","normal",
"ncm_72069000","7206.90.00","Outros","normal",
"ncm_7207","72.07","Produtos semimanufaturados de ferro ou aço não ligado.","view",
"ncm_72071","7207.1","Que contenham, em peso, menos de 0,25 % de carbono:","view",
"ncm_720711","7207.11","De seção transversal quadrada ou retangular, com largura inferior a duas vezes a espessura","view",
"ncm_72071110","7207.11.10","Billets","normal",
"ncm_72071190","7207.11.90","Outros","normal",
"ncm_72071200","7207.12.00","Outros, de seção transversal retangular","normal",
"ncm_72071900","7207.19.00","Outros","normal",
"ncm_72072000","7207.20.00","Que contenham, em peso, 0,25 % ou mais de carbono","normal",
"ncm_7208","72.08","Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, laminados a quente, não folheados ou chapeados, nem revestidos.","view",
"ncm_72081000","7208.10.00","Em rolos, simplesmente laminados a quente, apresentando motivos em relevo","normal",
"ncm_72082","7208.2","Outros, em rolos, simplesmente laminados a quente, decapados:","view",
"ncm_72082500","7208.25.00","De espessura igual ou superior a 4,75 mm","normal",
"ncm_720826","7208.26","De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm","view",
"ncm_72082610","7208.26.10","Com um limite mínimo de elasticidade de 355 MPa","normal",
"ncm_72082690","7208.26.90","Outros","normal",
"ncm_720827","7208.27","De espessura inferior a 3 mm","view",
"ncm_72082710","7208.27.10","Com um limite mínimo de elasticidade de 275 MPa","normal",
"ncm_72082790","7208.27.90","Outros","normal",
"ncm_72083","7208.3","Outros, em rolos, simplesmente laminados a quente:","view",
"ncm_720836","7208.36","De espessura superior a 10 mm","view",
"ncm_72083610","7208.36.10","Com um limite mínimo de elasticidade de 355 MPa","normal",
"ncm_72083690","7208.36.90","Outros","normal",
"ncm_72083700","7208.37.00","De espessura igual ou superior a 4,75 mm, mas não superior a 10 mm","normal",
"ncm_720838","7208.38","De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm","view",
"ncm_72083810","7208.38.10","Com um limite mínimo de elasticidade de 355 MPa","normal",
"ncm_72083890","7208.38.90","Outros","normal",
"ncm_720839","7208.39","De espessura inferior a 3 mm","view",
"ncm_72083910","7208.39.10","Com um limite mínimo de elasticidade de 275 MPa","normal",
"ncm_72083990","7208.39.90","Outros","normal",
"ncm_72084000","7208.40.00","Não enrolados, simplesmente laminados a quente, apresentando motivos em relevo","normal",
"ncm_72085","7208.5","Outros, não enrolados, simplesmente laminados a quente:","view",
"ncm_72085100","7208.51.00","De espessura superior a 10 mm","normal",
"ncm_72085200","7208.52.00","De espessura igual ou superior a 4,75 mm, mas não superior a 10 mm","normal",
"ncm_72085300","7208.53.00","De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm","normal",
"ncm_72085400","7208.54.00","De espessura inferior a 3 mm","normal",
"ncm_72089000","7208.90.00","Outros","normal",
"ncm_7209","72.09","Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, laminados a frio, não folheados ou chapeados, nem revestidos.","view",
"ncm_72091","7209.1","Em rolos simplesmente laminados a frio:","view",
"ncm_72091500","7209.15.00","De espessura igual ou superior a 3 mm","normal",
"ncm_72091600","7209.16.00","De espessura superior a 1 mm, mas inferior a 3 mm","normal",
"ncm_72091700","7209.17.00","De espessura igual ou superior a 0,5 mm, mas não superior a 1 mm","normal",
"ncm_72091800","7209.18.00","De espessura inferior a 0,5 mm","normal",
"ncm_72092","7209.2","Não enrolados, simplesmente laminados a frio:","view",
"ncm_72092500","7209.25.00","De espessura igual ou superior a 3 mm","normal",
"ncm_72092600","7209.26.00","De espessura superior a 1 mm, mas inferior a 3 mm","normal",
"ncm_72092700","7209.27.00","De espessura igual ou superior a 0,5 mm, mas não superior a 1 mm","normal",
"ncm_72092800","7209.28.00","De espessura inferior a 0,5 mm","normal",
"ncm_72099000","7209.90.00","Outros","normal",
"ncm_7210","72.10","Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos.","view",
"ncm_72101","7210.1","Estanhados:","view",
"ncm_72101100","7210.11.00","De espessura igual ou superior a 0,5 mm","normal",
"ncm_72101200","7210.12.00","De espessura inferior a 0,5 mm","normal",
"ncm_72102000","7210.20.00","Revestidos de chumbo, incluindo os revestidos de uma liga de chumbo-estanho","normal",
"ncm_721030","7210.30","Galvanizados eletroliticamente","view",
"ncm_72103010","7210.30.10","De espessura inferior a 4,75 mm","normal",
"ncm_72103090","7210.30.90","Outros","normal",
"ncm_72104","7210.4","Galvanizados por outro processo:","view",
"ncm_721041","7210.41","Ondulados","view",
"ncm_72104110","7210.41.10","De espessura inferior a 4,75 mm","normal",
"ncm_72104190","7210.41.90","Outros","normal",
"ncm_721049","7210.49","Outros","view",
"ncm_72104910","7210.49.10","De espessura inferior a 4,75 mm","normal",
"ncm_72104990","7210.49.90","Outros","normal",
"ncm_72105000","7210.50.00","Revestidos de óxidos de cromo ou de cromo e óxidos de cromo","normal",
"ncm_72106","7210.6","Revestidos de alumínio:","view",
"ncm_72106100","7210.61.00","Revestidos de ligas de alumínio-zinco","normal",
"ncm_721069","7210.69","Outros","view",
"ncm_7210691","7210.69.1","Revestidos de ligas de alumínio-silício","view",
"ncm_72106911","7210.69.11","Com peso superior ou igual a 120 g/m2 e com conteúdo de silício superior ou igual a 5 % porém inferior ou igual a 11 %, em peso","normal",
"ncm_72106919","7210.69.19","Outros","normal",
"ncm_72106990","7210.69.90","Outros","normal",
"ncm_721070","7210.70","Pintados, envernizados ou revestidos de plásticos","view",
"ncm_72107010","7210.70.10","Pintados ou envernizados","normal",
"ncm_72107020","7210.70.20","Revestidos de plásticos","normal",
"ncm_72109000","7210.90.00","Outros","normal",
"ncm_7211","72.11","Produtos laminados planos, de ferro ou aço não ligado, de largura inferior a 600 mm, não folheados ou chapeados, nem revestidos.","view",
"ncm_72111","7211.1","Simplesmente laminados a quente:","view",
"ncm_72111300","7211.13.00","Laminados nas quatro faces ou em caixa fechada, de largura superior a 150 mm e de espessura igual ou superior a 4 mm, não enrolados e não apresentando motivos em relevo","normal",
"ncm_72111400","7211.14.00","Outros, de espessura igual ou superior a 4,75 mm","normal",
"ncm_72111900","7211.19.00","Outros","normal",
"ncm_72112","7211.2","Simplesmente laminados a frio:","view",
"ncm_72112300","7211.23.00","Que contenham, em peso, menos de 0,25 % de carbono","normal",
"ncm_721129","7211.29","Outros","view",
"ncm_72112910","7211.29.10","Com um teor de carbono superior ou igual a 0,25 %, mas inferior a 0,6 %, em peso","normal",
"ncm_72112920","7211.29.20","Com um teor de carbono superior ou igual a 0,6 %, em peso","normal",
"ncm_721190","7211.90","Outros","view",
"ncm_72119010","7211.90.10","Com um teor de carbono superior ou igual a 0,6 %, em peso","normal",
"ncm_72119090","7211.90.90","Outros","normal",
"ncm_7212","72.12","Produtos laminados planos, de ferro ou aço não ligado, de largura inferior a 600 mm, folheados ou chapeados, ou revestidos.","view",
"ncm_72121000","7212.10.00","Estanhados","normal",
"ncm_721220","7212.20","Galvanizados eletroliticamente","view",
"ncm_72122010","7212.20.10","De espessura inferior a 4,75 mm","normal",
"ncm_72122090","7212.20.90","Outros","normal",
"ncm_72123000","7212.30.00","Galvanizados por outro processo","normal",
"ncm_721240","7212.40","Pintados, envernizados ou revestidos de plásticos","view",
"ncm_72124010","7212.40.10","Pintados ou envernizados","normal",
"ncm_7212402","7212.40.2","Revestidos de plásticos","view",
"ncm_72124021","7212.40.21","Com uma camada intermediária de liga cobre-estanho ou cobre-estanho-chumbo, aplicada por sinterização","normal",
"ncm_72124029","7212.40.29","Outros","normal",
"ncm_721250","7212.50","Revestidos de outras matérias","view",
"ncm_72125010","7212.50.10","Com uma camada de liga cobre-estanho ou cobre-estanho-chumbo, aplicada por sinterização, inclusive com revestimento misto metal-plástico ou metal-plástico-fibra de carbono","normal",
"ncm_72125090","7212.50.90","Outros","normal",
"ncm_72126000","7212.60.00","Folheados ou chapeados","normal",
"ncm_7213","72.13","Fio-máquina de ferro ou aço não ligado.","view",
"ncm_72131000","7213.10.00","Dentados, com nervuras, sulcos ou relevos, obtidos durante a laminagem","normal",
"ncm_72132000","7213.20.00","Outros, de aços para tornear","normal",
"ncm_72139","7213.9","Outros:","view",
"ncm_721391","7213.91","De seção circular, de diâmetro inferior a 14 mm","view",
"ncm_72139110","7213.91.10","Com um teor de carbono superior ou igual a 0,6 %, em peso","normal",
"ncm_72139190","7213.91.90","Outros","normal",
"ncm_721399","7213.99","Outros","view",
"ncm_72139910","7213.99.10","Com um teor de carbono superior ou igual a 0,6 %, em peso","normal",
"ncm_72139990","7213.99.90","Outros","normal",
"ncm_7214","72.14","Barras de ferro ou aço não ligado, simplesmente forjadas, laminadas, estiradas ou extrudadas, a quente, incluindo as que tenham sido submetidas a torção após laminagem.","view",
"ncm_721410","7214.10","Forjadas","view",
"ncm_72141010","7214.10.10","Com um teor de carbono inferior ou igual a 0,6 %, em peso","normal",
"ncm_72141090","7214.10.90","Outras","normal",
"ncm_72142000","7214.20.00","Dentadas, com nervuras, sulcos ou relevos, obtidos durante a laminagem, ou torcidas após laminagem","normal",
"ncm_72143000","7214.30.00","Outras, de aços para tornear","normal",
"ncm_72149","7214.9","Outras:","view",
"ncm_72149100","7214.91.00","De seção transversal retangular","normal",
"ncm_721499","7214.99","Outras","view",
"ncm_72149910","7214.99.10","De seção circular","normal",
"ncm_72149990","7214.99.90","Outras","normal",
"ncm_7215","72.15","Outras barras de ferro ou aço não ligado.","view",
"ncm_72151000","7215.10.00","De aços para tornear, simplesmente obtidas ou completamente acabadas a frio","normal",
"ncm_72155000","7215.50.00","Outras, simplesmente obtidas ou completamente acabadas a frio","normal",
"ncm_721590","7215.90","Outras","view",
"ncm_72159010","7215.90.10","Com um teor de carbono inferior ou igual a 0,6 %, em peso","normal",
"ncm_72159090","7215.90.90","Outras","normal",
"ncm_7216","72.16","Perfis de ferro ou aço não ligado.","view",
"ncm_72161000","7216.10.00","Perfis em U, I ou H, simplesmente laminados, estirados ou extrudados, a quente, de altura inferior a 80 mm","normal",
"ncm_72162","7216.2","Perfis em L ou T, simplesmente laminados, estirados ou extrudados, a quente, de altura inferior a 80 mm:","view",
"ncm_72162100","7216.21.00","Perfis em L","normal",
"ncm_72162200","7216.22.00","Perfis em T","normal",
"ncm_72163","7216.3","Perfis em U, I ou H, simplesmente laminados, estirados ou extrudados, a quente, de altura igual ou superior a 80 mm:","view",
"ncm_72163100","7216.31.00","Perfis em U","normal",
"ncm_72163200","7216.32.00","Perfis em I","normal",
"ncm_72163300","7216.33.00","Perfis em H","normal",
"ncm_721640","7216.40","Perfis em L ou T, simplesmente laminados, estirados ou extrudados, a quente, de altura igual ou superior a 80 mm","view",
"ncm_72164010","7216.40.10","De altura inferior ou igual a 200 mm","normal",
"ncm_72164090","7216.40.90","Outros","normal",
"ncm_72165000","7216.50.00","Outros perfis, simplesmente laminados, estirados ou extrudados, a quente","normal",
"ncm_72166","7216.6","Perfis simplesmente obtidos ou completamente acabados a frio:","view",
"ncm_721661","7216.61","Obtidos a partir de produtos laminados planos","view",
"ncm_72166110","7216.61.10","De altura inferior a 80 mm","normal",
"ncm_72166190","7216.61.90","Outros","normal",
"ncm_721669","7216.69","Outros","view",
"ncm_72166910","7216.69.10","De altura inferior a 80 mm","normal",
"ncm_72166990","7216.69.90","Outros","normal",
"ncm_72169","7216.9","Outros:","view",
"ncm_72169100","7216.91.00","Obtidos ou acabados a frio a partir de produtos laminados planos","normal",
"ncm_72169900","7216.99.00","Outros","normal",
"ncm_7217","72.17","Fios de ferro ou aço não ligado.","view",
"ncm_721710","7217.10","Não revestidos, mesmo polidos","view",
"ncm_7217101","7217.10.1","Com um teor de carbono superior ou igual a 0,6 %, em peso","view",
"ncm_72171011","7217.10.11","Com um teor, em peso, de fósforo inferior a 0,035 % e de enxofre inferior a 0,035 %, temperado e revenido, flexa máxima sem carga de 1 cm em 1 m, resistência à tração superior ou igual a 1.960 MPa e cuja maior dimensão da seção transversal seja inferior ou igual a 2,25 mm","normal",
"ncm_72171019","7217.10.19","Outros","normal",
"ncm_72171090","7217.10.90","Outros","normal",
"ncm_721720","7217.20","Galvanizados","view",
"ncm_72172010","7217.20.10","Com um teor de carbono superior ou igual a 0,6 %, em peso","normal",
"ncm_72172090","7217.20.90","Outros","normal",
"ncm_721730","7217.30","Revestidos de outros metais comuns","view",
"ncm_72173010","7217.30.10","Com um teor de carbono superior ou igual a 0,6 %, em peso","normal",
"ncm_72173090","7217.30.90","Outros","normal",
"ncm_72179000","7217.90.00","Outros","normal",
"ncm_7218","72.18","Aço inoxidável em lingotes ou outras formas primárias; produtos semimanufaturados de aço inoxidável.","view",
"ncm_72181000","7218.10.00","Lingotes e outras formas primárias","normal",
"ncm_72189","7218.9","Outros:","view",
"ncm_72189100","7218.91.00","De seção transversal retangular","normal",
"ncm_72189900","7218.99.00","Outros","normal",
"ncm_7219","72.19","Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm.","view",
"ncm_72191","7219.1","Simplesmente laminados a quente, em rolos:","view",
"ncm_72191100","7219.11.00","De espessura superior a 10 mm","normal",
"ncm_72191200","7219.12.00","De espessura igual ou superior a 4,75 mm, mas não superior a 10 mm","normal",
"ncm_72191300","7219.13.00","De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm","normal",
"ncm_72191400","7219.14.00","De espessura inferior a 3 mm","normal",
"ncm_72192","7219.2","Simplesmente laminados a quente, não enrolados:","view",
"ncm_72192100","7219.21.00","De espessura superior a 10 mm","normal",
"ncm_72192200","7219.22.00","De espessura igual ou superior a 4,75 mm, mas não superior a 10 mm","normal",
"ncm_72192300","7219.23.00","De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm","normal",
"ncm_72192400","7219.24.00","De espessura inferior a 3 mm","normal",
"ncm_72193","7219.3","Simplesmente laminados a frio:","view",
"ncm_72193100","7219.31.00","De espessura igual ou superior a 4,75 mm","normal",
"ncm_72193200","7219.32.00","De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm","normal",
"ncm_72193300","7219.33.00","De espessura superior a 1 mm, mas inferior a 3 mm","normal",
"ncm_72193400","7219.34.00","De espessura igual ou superior a 0,5 mm, mas não superior a 1 mm","normal",
"ncm_72193500","7219.35.00","De espessura inferior a 0,5 mm","normal",
"ncm_721990","7219.90","Outros","view",
"ncm_72199010","7219.90.10","De espessura inferior a 4,75 mm e dureza superior ou igual a 42 HRC","normal",
"ncm_72199090","7219.90.90","Outros","normal",
"ncm_7220","72.20","Produtos laminados planos de aço inoxidável, de largura inferior a 600 mm.","view",
"ncm_72201","7220.1","Simplesmente laminados a quente:","view",
"ncm_72201100","7220.11.00","De espessura igual ou superior a 4,75 mm","normal",
"ncm_722012","7220.12","De espessura inferior a 4,75 mm","view",
"ncm_72201210","7220.12.10","De espessura inferior ou igual a 1,5 mm","normal",
"ncm_72201220","7220.12.20","De espessura superior a 1,5 mm, mas inferior ou igual a 3 mm","normal",
"ncm_72201290","7220.12.90","Outros","normal",
"ncm_722020","7220.20","Simplesmente laminados a frio","view",
"ncm_72202010","7220.20.10","De largura inferior ou igual a 23 mm e espessura inferior ou igual a 0,1 mm","normal",
"ncm_72202090","7220.20.90","Outros","normal",
"ncm_72209000","7220.90.00","Outros","normal",
"ncm_72210000","7221.00.00","Fio-máquina de aço inoxidável.","normal",
"ncm_7222","72.22","Barras e perfis, de aço inoxidável.","view",
"ncm_72221","7222.1","Barras simplesmente laminadas, estiradas ou extrudadas, a quente:","view",
"ncm_72221100","7222.11.00","De seção circular","normal",
"ncm_722219","7222.19","Outras","view",
"ncm_72221910","7222.19.10","De seção transversal retangular","normal",
"ncm_72221990","7222.19.90","Outras","normal",
"ncm_72222000","7222.20.00","Barras simplesmente obtidas ou completamente acabadas a frio","normal",
"ncm_72223000","7222.30.00","Outras barras","normal",
"ncm_722240","7222.40","Perfis","view",
"ncm_72224010","7222.40.10","De altura superior ou igual a 80 mm","normal",
"ncm_72224090","7222.40.90","Outros","normal",
"ncm_72230000","7223.00.00","Fios de aço inoxidável.","normal",
"ncm_7224","72.24","Outras ligas de aço, em lingotes ou outras formas primárias; produtos semimanufaturados, de outras ligas de aço.","view",
"ncm_72241000","7224.10.00","Lingotes e outras formas primárias","normal",
"ncm_72249000","7224.90.00","Outros","normal",
"ncm_7225","72.25","Produtos laminados planos, de outras ligas de aço, de largura igual ou superior a 600 mm.","view",
"ncm_72251","7225.1","De aços ao silício, denominados ""magnéticos"":","view",
"ncm_72251100","7225.11.00","De grãos orientados","normal",
"ncm_72251900","7225.19.00","Outros","normal",
"ncm_72253000","7225.30.00","Outros, simplesmente laminados a quente, em rolos","normal",
"ncm_722540","7225.40","Outros, simplesmente laminados a quente, não enrolados","view",
"ncm_72254010","7225.40.10","De aço, segundo normas AISI D2, D3 ou D6, de espessura inferior ou igual a 7 mm","normal",
"ncm_72254020","7225.40.20","De aços de corte rápido","normal",
"ncm_72254090","7225.40.90","Outros","normal",
"ncm_722550","7225.50","Outros, simplesmente laminados a frio","view",
"ncm_72255010","7225.50.10","De aços de corte rápido","normal",
"ncm_72255090","7225.50.90","Outros","normal",
"ncm_72259","7225.9","Outros:","view",
"ncm_72259100","7225.91.00","Galvanizados eletroliticamente","normal",
"ncm_72259200","7225.92.00","Galvanizados por outro processo","normal",
"ncm_722599","7225.99","Outros","view",
"ncm_72259910","7225.99.10","De aços de corte rápido","normal",
"ncm_72259990","7225.99.90","Outros","normal",
"ncm_7226","72.26","Produtos laminados planos, de outras ligas de aço, de largura inferior a 600 mm.","view",
"ncm_72261","7226.1","De aços ao silício, denominados ""magnéticos"":","view",
"ncm_72261100","7226.11.00","De grãos orientados","normal",
"ncm_72261900","7226.19.00","Outros","normal",
"ncm_722620","7226.20","De aços de corte rápido","view",
"ncm_72262010","7226.20.10","De espessura superior ou igual a 1 mm mas inferior ou igual a 4 mm","normal",
"ncm_72262090","7226.20.90","Outros","normal",
"ncm_72269","7226.9","Outros:","view",
"ncm_72269100","7226.91.00","Simplesmente laminados a quente","normal",
"ncm_72269200","7226.92.00","Simplesmente laminados a frio","normal",
"ncm_72269900","7226.99.00","Outros","normal",
"ncm_7227","72.27","Fio-máquina de outras ligas de aço.","view",
"ncm_72271000","7227.10.00","De aços de corte rápido","normal",
"ncm_72272000","7227.20.00","De aços silício-manganês","normal",
"ncm_72279000","7227.90.00","Outros","normal",
"ncm_7228","72.28","Barras e perfis, de outras ligas de aço; barras ocas para perfuração, de ligas de aço ou de aço não ligado.","view",
"ncm_722810","7228.10","Barras de aços de corte rápido","view",
"ncm_72281010","7228.10.10","Simplesmente laminadas, estiradas ou extrudadas, a quente","normal",
"ncm_72281090","7228.10.90","Outras","normal",
"ncm_72282000","7228.20.00","Barras de aços silício-manganês","normal",
"ncm_72283000","7228.30.00","Outras barras, simplesmente laminadas, estiradas ou extrudadas, a quente","normal",
"ncm_72284000","7228.40.00","Outras barras, simplesmente forjadas","normal",
"ncm_72285000","7228.50.00","Outras barras, simplesmente obtidas ou completamente acabadas a frio","normal",
"ncm_72286000","7228.60.00","Outras barras","normal",
"ncm_72287000","7228.70.00","Perfis","normal",
"ncm_72288000","7228.80.00","Barras ocas para perfuração","normal",
"ncm_7229","72.29","Fios de outras ligas de aço.","view",
"ncm_72292000","7229.20.00","De aços silício-manganês","normal",
"ncm_72299000","7229.90.00","Outros","normal",
"ncm_73","73","Capítulo 73 - Obras de ferro fundido, ferro ou aço","view",
"ncm_7301","73.01","Estacas-pranchas de ferro ou aço, mesmo perfuradas ou feitas com elementos montados; perfis obtidos por soldadura, de ferro ou aço.","view",
"ncm_73011000","7301.10.00","Estacas-pranchas","normal",
"ncm_73012000","7301.20.00","Perfis","normal",
"ncm_7302","73.02","Elementos de vias férreas, de ferro fundido, ferro ou aço: trilhos, contratrilhos e cremalheiras, agulhas, cróssimas, alavancas para comando de agulhas e outros elementos de cruzamentos e desvios, dormentes, talas de junção, coxins de trilho, cantoneiras, placas de apoio ou assentamento, placas de aperto, placas e tirantes de separação e outras peças próprias para a fixação, articulação, apoio ou junção de trilhos.","view",
"ncm_730210","7302.10","Trilhos","view",
"ncm_73021010","7302.10.10","De aço, de peso linear superior ou igual a 44,5 kg/m","normal",
"ncm_73021090","7302.10.90","Outros","normal",
"ncm_73023000","7302.30.00","Agulhas, cróssimas, alavancas para comando de agulhas e outros elementos de cruzamentos e desvios","normal",
"ncm_73024000","7302.40.00","Talas de junção e placas de apoio ou assentamento","normal",
"ncm_73029000","7302.90.00","Outros","normal",
"ncm_73030000","7303.00.00","Tubos e perfis ocos, de ferro fundido.","normal",
"ncm_7304","73.04","Tubos e perfis ocos, sem costura, de ferro ou aço.","view",
"ncm_73041","7304.1","Tubos dos tipos utilizados em oleodutos ou gasodutos:","view",
"ncm_73041100","7304.11.00","De aço inoxidável","normal",
"ncm_73041900","7304.19.00","Outros","normal",
"ncm_73042","7304.2","Tubos para revestimento de poços, de produção ou suprimento, e hastes de perfuração, dos tipos utilizados na extração de petróleo ou de gás:","view",
"ncm_73042200","7304.22.00","Hastes de perfuração de aço inoxidável","normal",
"ncm_730423","7304.23","Outras hastes de perfuração","view",
"ncm_73042310","7304.23.10","De aço não ligado","normal",
"ncm_73042390","7304.23.90","Outros","normal",
"ncm_73042400","7304.24.00","Outros, de aço inoxidável","normal",
"ncm_730429","7304.29","Outros","view",
"ncm_73042910","7304.29.10","De aço não ligado","normal",
"ncm_7304293","7304.29.3","De outras ligas de aço não revestidos","view",
"ncm_73042931","7304.29.31","De diâmetro exterior inferior ou igual a 229 mm","normal",
"ncm_73042939","7304.29.39","Outros","normal",
"ncm_73042990","7304.29.90","Outros","normal",
"ncm_73043","7304.3","Outros, de seção circular, de ferro ou aço não ligado:","view",
"ncm_730431","7304.31","Estirados ou laminados, a frio","view",
"ncm_73043110","7304.31.10","Tubos não revestidos","normal",
"ncm_73043190","7304.31.90","Outros","normal",
"ncm_730439","7304.39","Outros","view",
"ncm_73043910","7304.39.10","Tubos não revestidos, de diâmetro exterior inferior ou igual a 229 mm","normal",
"ncm_73043920","7304.39.20","Tubos revestidos, de diâmetro exterior inferior ou igual a 229 mm","normal",
"ncm_73043990","7304.39.90","Outros","normal",
"ncm_73044","7304.4","Outros, de seção circular, de aço inoxidável:","view",
"ncm_730441","7304.41","Estirados ou laminados, a frio","view",
"ncm_73044110","7304.41.10","Tubos capilares de diâmetro exterior inferior ou igual a 3 mm e diâmetro interior inferior ou igual a 0,2 mm","normal",
"ncm_73044190","7304.41.90","Outros","normal",
"ncm_73044900","7304.49.00","Outros","normal",
"ncm_73045","7304.5","Outros, de seção circular, de outras ligas de aço:","view",
"ncm_730451","7304.51","Estirados ou laminados, a frio","view",
"ncm_7304511","7304.51.1","Tubos de diâmetro exterior inferior ou igual a 229 mm","view",
"ncm_73045111","7304.51.11","Tubos capilares de diâmetro exterior inferior ou igual a 3 mm e diâmetro interior inferior ou igual a 0,2 mm","normal",
"ncm_73045119","7304.51.19","Outros","normal",
"ncm_73045190","7304.51.90","Outros","normal",
"ncm_730459","7304.59","Outros","view",
"ncm_7304591","7304.59.1","Tubos de diâmetro exterior inferior ou igual a 229 mm","view",
"ncm_73045911","7304.59.11","Com um teor, em peso, de carbono superior ou igual a 0,98 % e inferior ou igual a 1,10 %, de cromo superior ou igual a 1,30 % e inferior ou igual a 1,60 %, de silício superior ou igual a 0,15 % e inferior ou igual a 0,35 %, de manganês superior ou igual a 0,25 % e inferior ou igual a 0,45 %, de fósforo inferior ou igual a 0,025 % e de enxofre inferior ou igual a 0,025 %","normal",
"ncm_73045919","7304.59.19","Outros","normal",
"ncm_73045990","7304.59.90","Outros","normal",
"ncm_730490","7304.90","Outros","view",
"ncm_7304901","7304.90.1","De diâmetro exterior inferior ou igual a 229 mm","view",
"ncm_73049011","7304.90.11","De aço inoxidável","normal",
"ncm_73049019","7304.90.19","Outros","normal",
"ncm_73049090","7304.90.90","Outros","normal",
"ncm_7305","73.05","Outros tubos (por exemplo, soldados ou rebitados), de seção circular, de diâmetro exterior superior a 406,4 mm, de ferro ou aço.","view",
"ncm_73051","7305.1","Tubos dos tipos utilizados em oleodutos ou gasodutos:","view",
"ncm_73051100","7305.11.00","Soldados longitudinalmente por arco imerso","normal",
"ncm_73051200","7305.12.00","Outros, soldados longitudinalmente","normal",
"ncm_73051900","7305.19.00","Outros","normal",
"ncm_73052000","7305.20.00","Tubos para revestimento de poços, dos tipos utilizados na extração de petróleo ou de gás","normal",
"ncm_73053","7305.3","Outros, soldados:","view",
"ncm_73053100","7305.31.00","Soldados longitudinalmente","normal",
"ncm_73053900","7305.39.00","Outros","normal",
"ncm_73059000","7305.90.00","Outros","normal",
"ncm_7306","73.06","Outros tubos e perfis ocos (por exemplo, soldados, rebitados, agrafados ou com os bordos simplesmente aproximados), de ferro ou aço.","view",
"ncm_73061","7306.1","Tubos dos tipos utilizados em oleodutos ou gasodutos:","view",
"ncm_73061100","7306.11.00","Soldados, de aço inoxidável","normal",
"ncm_73061900","7306.19.00","Outros","normal",
"ncm_73062","7306.2","Tubos para revestimento de poços, de produção ou suprimento, dos tipos utilizados na extração de petróleo ou de gás:","view",
"ncm_73062100","7306.21.00","Soldados, de aço inoxidável","normal",
"ncm_73062900","7306.29.00","Outros","normal",
"ncm_73063000","7306.30.00","Outros, soldados, de seção circular, de ferro ou aço não ligado","normal",
"ncm_73064000","7306.40.00","Outros, soldados, de seção circular, de aço inoxidável","normal",
"ncm_73065000","7306.50.00","Outros, soldados, de seção circular, de outras ligas de aço","normal",
"ncm_73066","7306.6","Outros, soldados, de seção não circular:","view",
"ncm_73066100","7306.61.00","De seção quadrada ou retangular","normal",
"ncm_73066900","7306.69.00","De outras seções","normal",
"ncm_730690","7306.90","Outros","view",
"ncm_73069010","7306.90.10","De ferro ou aço não ligado","normal",
"ncm_73069020","7306.90.20","De aço inoxidável","normal",
"ncm_73069090","7306.90.90","Outros","normal",
"ncm_7307","73.07","Acessórios para tubos (por exemplo, uniões, cotovelos, luvas), de ferro fundido, ferro ou aço.","view",
